# Constructed from biom file
#OTU ID	Bact89	Bact1z3z2R	Bact5z5z2	Bact3z5z2	Bact183	Bact3z1z2R	Bact1z2z2R	Bact3z4z2	Bact128	Bact3z5z2R	Bact3z3z2	Bact90	Bact197	Bact5z5z2R	Bact127	Bact175zFB	Bact5z1z2	Bact1z5z2	Bact101	Bact5z3z2	Bact3z4z2R	Bact198	Bact1z1z2	Bact180	Bact177	Bact192	Bact5z2z2R	Bact5z1z2R	Bact5z2z2	Bact181	Bact3z3z2R	Bact176	Bact86	Bact194	Bact3z2z2R	Bact5z3z2R	Bact5z4z2	Bact1z3z2	Bact105	Bact5z4z2R	Bact182	Bact196	Bact130	Bact87	Bact184	Bact102	Bact193	Bact103	Bact1z1z2R	Bact126	Bact195	Bact1z4z2	Bact3z1z2	Bact1z5z2R	Bact3z2z2	Bact1z4z2R	Bact190	Bact104	Bact88	Bact179	Bact191	Bact1z2z2	Bact178
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Kryptoniales;D_4__BSV26;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__OPB56;D_4__uncultured bacterium KF-JG30-B11;D_5__uncultured bacterium KF-JG30-B11	4.0	2.0	11.0	5.0	8.0	6.0	0.0	15.0	20.0	15.0	5.0	0.0	5.0	0.0	5.0	0.0	20.0	4.0	2.0	4.0	6.0	12.0	8.0	8.0	2.0	12.0	19.0	23.0	8.0	2.0	7.0	4.0	4.0	17.0	4.0	0.0	33.0	0.0	9.0	6.0	4.0	0.0	15.0	0.0	8.0	0.0	27.0	5.0	6.0	0.0	5.0	11.0	0.0	5.0	10.0	3.0	2.0	12.0	4.0	7.0	20.0	2.0	2.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__OPB56;D_4__uncultured bacterium;D_5__uncultured bacterium	14.0	0.0	6.0	0.0	2.0	8.0	0.0	21.0	9.0	2.0	6.0	19.0	0.0	0.0	0.0	2.0	2.0	0.0	10.0	0.0	14.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	15.0	0.0	11.0	0.0	0.0	0.0	20.0	0.0	10.0	0.0	0.0	0.0	5.0	2.0	0.0	25.0	0.0	8.0	12.0	0.0	0.0	3.0	2.0	0.0	18.0	0.0	0.0	22.0	6.0	2.0	0.0	8.0	3.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__OPB56;__;__	0.0	2.0	7.0	8.0	0.0	13.0	4.0	17.0	16.0	4.0	4.0	45.0	0.0	0.0	0.0	1.0	20.0	4.0	23.0	6.0	7.0	0.0	28.0	0.0	7.0	0.0	0.0	27.0	0.0	2.0	33.0	3.0	15.0	6.0	2.0	0.0	7.0	0.0	9.0	0.0	2.0	0.0	9.0	2.0	0.0	0.0	0.0	3.0	11.0	0.0	0.0	5.0	5.0	9.0	46.0	3.0	3.0	27.0	6.0	5.0	0.0	5.0	2.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__SJA-28;D_4__uncultured bacterium;D_5__uncultured bacterium	5.0	0.0	4.0	0.0	0.0	2.0	3.0	13.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	5.0	0.0	5.0	0.0	5.0	0.0	6.0	0.0	13.0	2.0	12.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	18.0	0.0	12.0	4.0	2.0	0.0	0.0	3.0	0.0	33.0	0.0	0.0	15.0	7.0	0.0	0.0	27.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Chlamydiaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Parachlamydiaceae;D_5__Candidatus Mesochlamydia	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Parachlamydiaceae;D_5__Candidatus Protochlamydia	2.0	6.0	9.0	29.0	0.0	5.0	6.0	70.0	0.0	0.0	29.0	2.0	0.0	0.0	0.0	0.0	60.0	38.0	0.0	43.0	5.0	0.0	76.0	5.0	0.0	0.0	2.0	10.0	8.0	2.0	2.0	18.0	9.0	3.0	2.0	11.0	40.0	4.0	2.0	0.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	18.0	6.0	0.0	110.0	38.0	31.0	4.0	18.0	6.0	16.0	3.0	0.0	0.0	3.0	16.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Parachlamydiaceae;D_5__Neochlamydia	19.0	0.0	48.0	89.0	0.0	11.0	5.0	63.0	19.0	3.0	50.0	24.0	2.0	0.0	8.0	4.0	72.0	19.0	0.0	27.0	6.0	0.0	121.0	7.0	0.0	4.0	4.0	39.0	11.0	0.0	22.0	9.0	10.0	0.0	6.0	4.0	112.0	5.0	0.0	2.0	0.0	10.0	6.0	8.0	0.0	0.0	0.0	2.0	21.0	0.0	48.0	23.0	99.0	6.0	93.0	8.0	49.0	15.0	6.0	2.0	23.0	26.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Parachlamydiaceae;D_5__metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Parachlamydiaceae;D_5__uncultured	0.0	0.0	0.0	4.0	0.0	2.0	0.0	12.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Parachlamydiaceae;__	4.0	3.0	16.0	33.0	0.0	4.0	0.0	37.0	2.0	2.0	80.0	3.0	0.0	0.0	4.0	0.0	37.0	12.0	2.0	25.0	0.0	0.0	18.0	9.0	2.0	2.0	17.0	6.0	15.0	0.0	2.0	19.0	4.0	4.0	0.0	5.0	133.0	27.0	2.0	3.0	2.0	0.0	0.0	2.0	0.0	3.0	0.0	6.0	3.0	0.0	78.0	7.0	28.0	0.0	18.0	2.0	26.0	4.0	6.0	4.0	4.0	2.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae;D_5__Ga0074140	20.0	4.0	2.0	5.0	0.0	0.0	0.0	7.0	0.0	6.0	8.0	2.0	0.0	0.0	7.0	0.0	3.0	3.0	0.0	3.0	5.0	0.0	2.0	0.0	0.0	0.0	24.0	5.0	19.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	3.0	5.0	2.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	2.0	5.0	0.0	0.0	0.0	8.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae;D_5__uncultured	45.0	2.0	30.0	26.0	39.0	10.0	0.0	53.0	45.0	23.0	16.0	56.0	61.0	13.0	26.0	21.0	66.0	4.0	88.0	57.0	19.0	13.0	14.0	55.0	31.0	52.0	57.0	107.0	65.0	20.0	9.0	21.0	104.0	33.0	16.0	10.0	120.0	0.0	27.0	41.0	43.0	11.0	23.0	38.0	42.0	33.0	20.0	69.0	13.0	8.0	64.0	10.0	11.0	8.0	0.0	2.0	22.0	146.0	50.0	36.0	23.0	9.0	23.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae;__	25.0	12.0	16.0	38.0	13.0	17.0	0.0	160.0	5.0	32.0	21.0	22.0	16.0	5.0	36.0	7.0	22.0	19.0	53.0	65.0	58.0	9.0	16.0	8.0	7.0	26.0	46.0	22.0	35.0	3.0	10.0	8.0	23.0	10.0	3.0	19.0	38.0	15.0	11.0	21.0	7.0	19.0	6.0	31.0	7.0	21.0	21.0	56.0	2.0	6.0	12.0	25.0	12.0	21.0	0.0	12.0	15.0	20.0	45.0	28.0	30.0	0.0	7.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6;D_5__metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6;D_5__uncultured Chlamydia sp.	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6;D_5__uncultured bacterium	8.0	6.0	15.0	7.0	3.0	4.0	11.0	23.0	19.0	10.0	0.0	46.0	2.0	4.0	24.0	4.0	17.0	0.0	14.0	34.0	11.0	0.0	0.0	13.0	6.0	6.0	27.0	22.0	27.0	6.0	5.0	15.0	14.0	14.0	4.0	15.0	43.0	4.0	0.0	18.0	32.0	2.0	12.0	55.0	11.0	12.0	0.0	35.0	0.0	3.0	17.0	9.0	0.0	8.0	0.0	2.0	7.0	8.0	15.0	14.0	7.0	0.0	13.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6;__	2.0	2.0	14.0	4.0	18.0	0.0	2.0	7.0	4.0	2.0	21.0	32.0	3.0	0.0	7.0	0.0	10.0	5.0	12.0	14.0	2.0	4.0	6.0	21.0	0.0	6.0	4.0	3.0	4.0	2.0	12.0	2.0	2.0	27.0	2.0	3.0	23.0	0.0	2.0	10.0	3.0	10.0	10.0	9.0	4.0	5.0	5.0	9.0	2.0	0.0	17.0	5.0	2.0	2.0	5.0	3.0	2.0	10.0	11.0	16.0	16.0	4.0	12.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;__;__	13.0	10.0	18.0	13.0	0.0	3.0	4.0	41.0	17.0	14.0	25.0	10.0	7.0	0.0	2.0	3.0	24.0	5.0	5.0	34.0	16.0	0.0	3.0	9.0	0.0	10.0	41.0	19.0	43.0	0.0	20.0	9.0	11.0	16.0	1.0	3.0	88.0	1.0	2.0	6.0	2.0	3.0	0.0	13.0	2.0	19.0	6.0	16.0	2.0	3.0	18.0	11.0	16.0	6.0	11.0	16.0	16.0	19.0	8.0	13.0	5.0	0.0	4.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	9.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	6.0	2.0	9.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	3.0	0.0	10.0	0.0	3.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;D_3__uncultured Chloroflexi bacterium;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium	64.0	48.0	32.0	88.0	34.0	98.0	96.0	36.0	33.0	49.0	40.0	58.0	46.0	40.0	51.0	52.0	46.0	169.0	38.0	35.0	44.0	17.0	29.0	76.0	42.0	49.0	47.0	50.0	68.0	97.0	21.0	127.0	64.0	50.0	12.0	41.0	50.0	27.0	23.0	91.0	53.0	26.0	29.0	29.0	27.0	44.0	72.0	34.0	35.0	54.0	51.0	104.0	52.0	89.0	96.0	106.0	126.0	96.0	42.0	26.0	23.0	4.0	35.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;D_3__uncultured Thermoflavimicrobium sp.;D_4__uncultured Thermoflavimicrobium sp.;D_5__uncultured Thermoflavimicrobium sp.	20.0	9.0	4.0	23.0	2.0	22.0	7.0	13.0	0.0	18.0	10.0	9.0	0.0	6.0	4.0	0.0	3.0	5.0	37.0	4.0	15.0	0.0	19.0	6.0	11.0	2.0	0.0	10.0	0.0	0.0	13.0	5.0	22.0	3.0	5.0	10.0	9.0	2.0	5.0	0.0	28.0	0.0	7.0	9.0	0.0	17.0	0.0	0.0	36.0	0.0	0.0	2.0	14.0	2.0	37.0	3.0	28.0	2.0	0.0	2.0	0.0	11.0	2.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;D_3__uncultured Thermomicrobia bacterium;D_4__uncultured Thermomicrobia bacterium;D_5__uncultured Thermomicrobia bacterium	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	303.0	18.0	133.0	113.0	2.0	280.0	31.0	162.0	123.0	102.0	177.0	798.0	2.0	38.0	89.0	39.0	304.0	81.0	243.0	96.0	100.0	0.0	369.0	23.0	87.0	6.0	99.0	318.0	88.0	0.0	324.0	85.0	189.0	21.0	57.0	112.0	101.0	23.0	19.0	0.0	33.0	0.0	84.0	35.0	0.0	187.0	3.0	375.0	483.0	30.0	12.0	75.0	180.0	49.0	378.0	56.0	154.0	184.0	65.0	19.0	0.0	210.0	27.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;D_3__uncultured forest soil bacterium;D_4__uncultured forest soil bacterium;D_5__uncultured forest soil bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	28.0	0.0	31.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	21.0	2.0	0.0	2.0	0.0	25.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	15.0	0.0	21.0	11.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	5.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;D_3__uncultured soil bacterium;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium	0.0	6.0	5.0	0.0	0.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	8.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;__;__;__	482.0	76.0	185.0	132.0	25.0	449.0	44.0	189.0	175.0	219.0	204.0	288.0	20.0	30.0	262.0	133.0	266.0	106.0	371.0	121.0	159.0	0.0	171.0	94.0	208.0	62.0	264.0	245.0	282.0	45.0	49.0	380.0	334.0	61.0	77.0	128.0	228.0	50.0	67.0	11.0	105.0	0.0	236.0	147.0	9.0	164.0	28.0	335.0	249.0	70.0	15.0	99.0	336.0	46.0	361.0	54.0	227.0	267.0	189.0	50.0	13.0	137.0	126.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae;D_5__uncultured	3.0	4.0	11.0	9.0	0.0	5.0	0.0	34.0	3.0	5.0	10.0	20.0	0.0	0.0	0.0	4.0	23.0	0.0	9.0	6.0	13.0	0.0	19.0	0.0	0.0	0.0	9.0	21.0	5.0	0.0	11.0	3.0	8.0	0.0	3.0	3.0	10.0	2.0	10.0	0.0	0.0	0.0	8.0	4.0	0.0	7.0	0.0	34.0	16.0	0.0	0.0	3.0	12.0	7.0	44.0	7.0	2.0	19.0	7.0	0.0	0.0	5.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__uncultured Gemmatimonadetes bacterium;D_5__uncultured Gemmatimonadetes bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__uncultured Bellilinea sp.;D_4__uncultured Bellilinea sp.;D_5__uncultured Bellilinea sp.	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__bacterium Ellin6537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__uncultured Sphaerobacter sp.	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	3.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	6.0	2.0	2.0	3.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__S085;D_4__metagenome;D_5__metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__S085;D_4__uncultured bacterium;D_5__uncultured bacterium	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	3.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__S085;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured Armatimonadetes bacterium;D_4__uncultured Armatimonadetes bacterium;D_5__uncultured Armatimonadetes bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured Caldilinea sp.;D_4__uncultured Caldilinea sp.;D_5__uncultured Caldilinea sp.	7.0	2.0	5.0	18.0	0.0	0.0	7.0	14.0	0.0	3.0	21.0	7.0	0.0	2.0	4.0	11.0	15.0	13.0	7.0	5.0	3.0	0.0	9.0	0.0	3.0	0.0	15.0	6.0	9.0	0.0	10.0	16.0	7.0	13.0	3.0	10.0	2.0	7.0	3.0	4.0	4.0	0.0	0.0	5.0	0.0	6.0	2.0	4.0	2.0	2.0	0.0	12.0	13.0	0.0	5.0	4.0	8.0	4.0	8.0	0.0	9.0	12.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
